smiles,inchikey
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N
N=C(N)NCC1CCCCCCN1,ZCVAIGPGEINFCX-UHFFFAOYSA-N
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,MLYYVTUWGNIJIB-BXKDBHETSA-N
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,OZVBMTJYIDMWIL-AYFBDAFISA-N
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,ZPACYDRSPFRDHO-ROBAGEODSA-N
OC(c1ccc(Cl)cc1)c1cc2ccccc2o1,KBFBRIPYVVGWRS-UHFFFAOYSA-N
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,ODZBBRURCPAEIQ-PIXDULNESA-N
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,TYZROVQLWOKYKF-ZDUSSCGKSA-N
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,LAYVFLWAVIGDLK-UHFFFAOYSA-N
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,KILNVBDSWZSGLL-KXQOOQHDSA-N
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-N
c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1,PXZDWASDNFWKSD-UHFFFAOYSA-N
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N
CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,IXXFZUPTQVDPPK-ZAWHAJPISA-N
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,HKVAMNSJSFKALM-GKUWKFKPSA-N
CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,NABQBYDEMLGCEO-UHFFFAOYSA-N
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ALWKGYPQUAPLQC-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,JUZNIMUFDBIJCM-ANEDZVCMSA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,WOUOLAUOZXOLJQ-MBSDFSHPSA-N
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,XSPUSVIQHBDITA-RKYNPMAHSA-N
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,RXZBMPWDPOLZGW-XMRMVWPWSA-N
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,MNIPYSSQXLZQLJ-UHFFFAOYSA-N
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,HEFNNWSXXWATRW-JTQLQIEISA-N
CCCCc1cc2ccccc2c(OCCN(C)C)n1,XNMYNYSCEJBRPZ-UHFFFAOYSA-N
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,UJEWTUDSLQGTOA-UHFFFAOYSA-N
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,HWXIGFIVGWUZAO-UHFFFAOYSA-N
CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,TVHAZVBUYQMHBC-SNHXEXRGSA-N
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,NZLBHDRPUJLHCE-UHFFFAOYSA-N
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,IPWKIXLWTCNBKN-UHFFFAOYSA-N
Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,QRORCRWSRPKEHR-UHFFFAOYSA-N
Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,COUYJEVMBVSIHV-SFHVURJKSA-N
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
OCc1cccnc1,MVQVNTPHUGQQHK-UHFFFAOYSA-N
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,JTZZSQYMACOLNN-VDWJNHBNSA-N
NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,HGGAKXAHAYOLDJ-FHZUQPTBSA-N
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,FSKFPVLPFLJRQB-UHFFFAOYSA-N
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,SGRYPYWGNKJSDL-UHFFFAOYSA-N
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,DKWNMCUOEDMMIN-PKOBYXMFSA-N
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,GZOSMCIZMLWJML-VJLLXTKPSA-N
CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,KIHYPELVXPAIDH-HNSNBQBZSA-N
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,PUFQVTATUTYEAL-UHFFFAOYSA-N
CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,RMHMFHUVIITRHF-UHFFFAOYSA-N
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BENFXAYNYRLAIU-QSVFAHTRSA-N
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,PWAUCHMQEXVFJR-PMAPCBKXSA-N
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,QNZCBYKSOIHPEH-UHFFFAOYSA-N
NCCCC(=O)O,BTCSSZJGUNDROE-UHFFFAOYSA-N
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,HWKJSYYYURVNQU-DXJNJSHLSA-N
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS-UHFFFAOYSA-N
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,ZKUDBRCEOBOWLF-UHFFFAOYSA-N
NC(=O)c1cnccn1,IPEHBUMCGVEMRF-UHFFFAOYSA-N
CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N
CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,UXIGZRQVLGFTOU-VQXQMPIVSA-N
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,HCRKCZRJWPKOAR-JTQLQIEISA-N
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-N
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,ZBIAKUMOEKILTF-UHFFFAOYSA-N
CCOC(=O)[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,NGNBWGMTPDSDCJ-QDFUUMMMSA-N
C[C@@H]1C[C@@H](OC(=O)c2cccnc2)CC(C)(C)C1,GQSGZTBDVNUIQS-DGCLKSJQSA-N
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,DERZBLKQOCDDDZ-JLHYYAGUSA-N
CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FNPXMHRZILFCKX-KAJVQRHHSA-N
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,CJAVTWRYCDNHSM-UHFFFAOYSA-N
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,ZVXBAHLOGZCFTP-UHFFFAOYSA-N
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,YNDIAUKFXKEXSV-CRYLGTRXSA-N
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,SPIUTQOUKAMGCX-UHFFFAOYSA-N
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,RFWZESUMWJKKRN-UHFFFAOYSA-N
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,QIHLUZAFSSMXHQ-UHFFFAOYSA-N
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,ZCBJDQBSLZREAA-UHFFFAOYSA-N
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CIWBQSYVNNPZIQ-XYWKZLDCSA-N
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,IIRWWTKISYTTBL-SFHVURJKSA-N
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,TYNLGDBUJLVSMA-UHFFFAOYSA-N
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,UIMOJFJSJSIGLV-JNHMLNOCSA-N
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,OLNTVTPDXPETLC-XPWALMASSA-N
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,MFBCDACCJCDGBA-UHFFFAOYSA-N
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,PIDSZXPFGCURGN-UHFFFAOYSA-N
Nc1nc(=O)[nH]cc1F,XRECTZIEBJDKEO-UHFFFAOYSA-N
CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,UHRBTBZOWWGKMK-DOMZBBRYSA-N
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,GTYWGUNQAMYZPF-FAJKJHJLSA-N
CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,IQWYAQCHYZHJOS-UHFFFAOYSA-N
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-UHFFFAOYSA-N
FC(F)OC(F)(F)C(F)Cl,JPGQOUSTVILISH-UHFFFAOYSA-N
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,OLAOYPRJVHUHCF-UHFFFAOYSA-N
OCc1ccc(Cl)cc1Cl,DBHODFSFBXJZNY-UHFFFAOYSA-N
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,OMHBPUNFVFNHJK-UHFFFAOYSA-P
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,YRALAIOMGQZKOW-HYAOXDFASA-N
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,XRWSZZJLZRKHHD-WVWIJVSJSA-N
O=C(O)CSCC(=O)NC1CCSC1=O,QGFORSXNKQLDNO-UHFFFAOYSA-N
CC[C@@H](C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N
FC(F)OC(Cl)C(F)(F)F,PIWKPBJCKXDKJR-UHFFFAOYSA-N
CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,MIWWSGDADVMLTG-UHFFFAOYSA-N
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,XAPRFLSJBSXESP-UHFFFAOYSA-N
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,FNQQBFNIYODEMB-UHFFFAOYSA-N
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,JTIGKVIOEQASGT-UHFFFAOYSA-N
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,JLRNKCZRCMIVKA-UHFFFAOYSA-N
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,YEEZWCHGZNKEEK-UHFFFAOYSA-N
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,XASIMHXSUQUHLV-UHFFFAOYSA-N
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,LEQAKWQJCITZNK-MSQQGMGVSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,ODFHGIPNGIAMDK-NJBDSQKTSA-N
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,XCGYUJZMCCFSRP-UHFFFAOYSA-N
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,RBBWCVQDXDFISW-UHFFFAOYSA-N
Nc1ccc(C(=O)NCC(=O)O)cc1,HSMNQINEKMPTIC-UHFFFAOYSA-N
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,RWSXRVCMGQZWBV-WDSKDSINSA-N
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,XRVDGNKRPOAQTN-FQEVSTJZSA-N
CN(C)CCOCCOC(=O)N1c2ccccc2Sc2ccccc21,OOVJCSPCMCAXEX-UHFFFAOYSA-N
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,VWXRQYYUEIYXCZ-OBIMUBPZSA-N
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,UVSMNLNDYGZFPF-UHFFFAOYSA-N
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,XJSFLOJWULLJQS-NGVXBBESSA-N
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,WDQPAMHFFCXSNU-BGABXYSRSA-N
N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,CZKPOZZJODAYPZ-LROMGURASA-N
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,BOEGTKLJZSQCCD-UEKVPHQBSA-N
Oc1ccc(O)cc1,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,AKUJBENLRBOFTD-QZIXMDIESA-N
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,UJVLDDZCTMKXJK-WNHSNXHDSA-N
CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,IYIYMCASGKQOCZ-DJRRULDNSA-N
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,GZENKSODFLBBHQ-ILSZZQPISA-N
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,WDZCUPBHRAEYDL-GZAUEHORSA-N
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,ILAYIAGXTHKHNT-UHFFFAOYSA-N
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,WGRQANOPCQRCME-PMACEKPBSA-N
CN(C)[C@@H]1C(=O)C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,DZTKAWPWXGIREW-UINNQTPFSA-N
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,OBATZBGFDSVCJD-LALPQLPRSA-N
CNCC(O)c1cc(OC)c(O)c(OC)c1,ZKGDBJAHIIXDDW-UHFFFAOYSA-N
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,ILYCWAKSDCYMBB-OPCMSESCSA-N
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,XBJBPGROQZJDOJ-UHFFFAOYSA-N
C=CCN1Cc2ccccc2-c2ccccc2C1,NYGHGTMKALXFIA-UHFFFAOYSA-N
OCCSCCCCCCCCCCSCCO,WRCITXQNXAIKLR-UHFFFAOYSA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,HDACQVRGBOVJII-JBDAPHQKSA-N
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,SKYSRIRYMSLOIN-UHFFFAOYSA-N
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,KAQKFAOMNZTLHT-OZUDYXHBSA-N
Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,SMSRCGPDNDCXFR-CYWZMYCQSA-N
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,NFACJZMKEDPNKN-UHFFFAOYSA-N
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,IYJMSDVSVHDVGT-PEQKVOOWSA-N
COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,BMAAMIIYNNPHAB-UHFFFAOYSA-N
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,LXMSZDCAJNLERA-ZHYRCANASA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,SOROUYSPFADXSN-SUWVAFIASA-N
CC(=O)N[C@@H](CS)C(=O)O,PWKSKIMOESPYIA-BYPYZUCNSA-N
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,DZZWHBIBMUVIIW-DTORHVGOSA-N
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,MYEJFUXQJGHEQK-ALRJYLEOSA-N
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,SKKLOUVUUNMCJE-FQSMHNGLSA-N
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,RMWVZGDJPAKBDE-UHFFFAOYSA-N
C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,JWJOTENAMICLJG-QWBYCMEYSA-N
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CZGUSIXMZVURDU-JZXHSEFVSA-N
